NAME OF THE SACCO, FINANCIAL INVESTMENT  , CASH & CASH EQUIVALENT , GROSS LOAN , TOTAL ASSETS , TOTAL EXPENSE , CORE CAPITAL , TOTAL DEPOSIT , LIQUID ASSET , Net Income , TOTAL REVENUE , NPL 
TENHOS ," 8,828,709.00 "," 7,578,018.77 "," 118,691,398.87 "," 209,207,247.17 "," 20,414,572.31 "," 57,339,912.60 "," 136,397,383.67 "," 15,135,585.77 "," 5,314,753.11 "," 40,814,467.06 "," 9,736,211.60 "
THAMANI," 2,038,278.50 "," 139,929,577.55 "," 256,374,147.50 "," 419,821,464.40 "," 52,755,796.98 "," 73,669,514.57 "," 242,503,344.77 "," 139,929,577.55 "," 8,890,106.36 "," 86,113,048.43 "," 43,181,978.40 "
THE APPLE," 4,431,975.31 "," 5,479,636.43 "," 25,478,782.26 "," 44,465,253.29 "," 4,702,145.00 "," 18,562,926.93 "," 18,728,532.20 "," 9,911,611.74 "," 2,773,798.10 "," 8,404,214.10 "," 16,756,458.04 "
THE NOBLE," 128,039,718.00 "," 90,914,108.77 "," 1,009,791,866.28 "," 1,413,840,582.19 "," 73,947,401.53 "," 218,982,437.24 "," 995,997,842.80 "," 153,896,078.77 "," 113,790,926.65 "," 224,308,840.63 "," 37,255,542.48 "
TIMES U," 1,644,218.83 "," 34,853,194.36 "," 243,840,408.86 "," 303,491,402.27 "," 38,234,441.53 "," 29,456,901.20 "," 234,997,881.00 "," 34,853,194.36 "," 696,642.32 "," 56,111,256.56 "," 23,626,991.40 "
TOWER ," 215,388,311.00 "," 543,215,923.00 "," 3,102,784,494.98 "," 4,012,300,462.20 "," 128,306,731.00 "," 288,343,178.20 "," 3,034,923,586.00 "," 603,830,270.00 "," 29,842,687.20 "," 548,825,321.00 "," 59,482,161.00 "
TRANS NATION," 21,701,419.37 "," 185,328,354.49 "," 1,835,524,056.00 "," 2,261,159,994.09 "," 135,262,261.41 "," 253,186,906.22 "," 1,748,156,400.51 "," 185,328,354.49 "," 23,066,072.63 "," 352,981,174.22 "," 12,021,368.93 "
TRANS NATIONAL TIMES," 134,843,423.00 "," 119,743,433.30 "," 536,042,763.73 "," 994,241,579.68 "," 71,304,608.82 "," 99,056,748.32 "," 598,326,111.93 "," 254,586,856.30 "," 11,335,557.51 "," 156,293,427.36 ",
TRANSCOUNTIES," 491,539.00 "," 44,385,167.56 "," 72,460,871.22 "," 119,156,470.78 "," 9,189,675.95 "," 24,545,469.10 "," 92,047,769.69 "," 44,385,167.56 "," 3,210,510.12 "," 17,124,251.77 "," 14,237,265.00 "
TRANS-ELITE COUNTY," 67,257,753.00 "," 146,137,086.00 "," 346,379,912.00 "," 828,295,293.00 "," 17,559,931.00 "," 45,881,535.00 "," 590,961,001.00 "," 146,137,086.00 "," 5,373,483.00 "," 93,005,820.00 "," 18,590,717.00 "
UCHONGAJI ," 429,960.00 "," 3,641,692.05 "," 54,314,024.83 "," 62,958,634.90 "," 5,748,447.10 "," 10,865,906.96 "," 46,971,095.74 "," 3,641,692.05 ","-156,678.24 "," 6,510,905.87 "," 19,956,815.55 "
UFANISI DT," 2,160,258.00 "," 23,476,195.00 "," 126,701,976.00 "," 153,309,264.00 "," 12,366,322.00 "," 19,195,759.00 "," 119,195,627.00 "," 25,057,135.00 "," 4,167,965.00 "," 24,766,605.00 "," 458,463.30 "
UKRISTO NA UFANISI," 5,813,355.00 "," 18,047,705.00 "," 1,092,976,705.00 "," 1,110,338,818.10 "," 70,752,937.00 "," 114,770,246.20 "," 986,705,153.00 "," 18,047,705.00 "," 28,966,509.20 "," 141,757,469.00 "," 111,527,508.00 "
UKULIMA," 28,880,031.00 "," 338,289,053.31 "," 7,071,654,602.00 "," 8,912,427,594.46 "," 449,966,874.54 "," 1,120,980,013.68 "," 6,670,300,076.53 "," 338,289,053.31 "," 478,680,418.51 "," 990,066,542.10 "," 328,643,382.00 "
UNAITAS," 484,176,709.00 "," 881,965,581.00 "," 7,651,413,650.00 "," 9,190,583,312.00 "," 731,844,512.00 "," 2,738,556,429.00 "," 5,381,256,977.00 "," 881,965,581.00 "," 299,493,002.00 "," 1,398,133,903.00 "," 607,164,011.00 "
UNI-COUNTY," 512,214.00 "," 12,273,027.57 "," 66,403,838.42 "," 80,429,296.58 "," 9,114,807.17 "," 15,801,574.18 "," 61,861,411.85 "," 12,273,027.57 "," 330,589.89 "," 13,431,472.14 "," 3,004,496.00 "
UNISON," 45,145,384.23 "," 123,361,339.86 "," 1,465,056,016.72 "," 1,805,784,405.27 "," 120,309,909.81 "," 183,038,113.71 "," 1,259,933,662.61 "," 123,361,339.86 "," 20,057,318.57 "," 286,448,857.87 "," 18,222,687.81 "
UNITED NATIONS," 6,540,546.00 "," 2,914,905,122.40 "," 7,185,835,697.10 "," 10,111,027,697.09 "," 199,685,353.36 "," 1,545,027,451.80 "," 7,734,211,032.62 "," 2,914,905,122.40 "," 489,874,346.64 "," 1,408,322,560.98 "," 261,075,633.75 "
UNIVERSAL TRADERS," 3,873,349.00 "," 22,647,836.00 "," 584,369,539.00 "," 607,000,713.00 "," 71,933,652.00 "," 102,832,470.00 "," 375,885,985.00 "," 24,897,241.00 "," 9,553,651.00 "," 106,585,292.00 "," 57,138,738.00 "
VIHIGA COUNTY," 555,000.00 "," 10,771,721.00 "," 15,269,587.00 "," 35,498,778.00 "," 8,330,340.00 "," 12,196,749.00 "," 18,962,441.00 "," 10,771,721.00 "," 736,730.00 "," 10,632,957.00 "," 919,587.00 "
VISION AFRICA," 59,000.00 "," 14,886,501.32 "," 146,547,764.50 "," 193,491,139.91 "," 21,860,538.49 "," 23,234,222.76 "," 155,480,989.71 "," 14,886,501.32 ","-12,822,120.70 "," 30,277,918.90 "," 46,975,680.92 "
VISION POINT," 18,941,575.80 "," 84,492,897.72 "," 195,155,923.62 "," 343,134,320.45 "," 86,448,249.92 "," 54,868,202.05 "," 246,714,659.62 "," 103,434,473.52 ","-30,197,974.07 "," 74,366,693.43 "," 69,540,991.68 "
WAKENYA PAMOJA," 137,695,769.52 "," 154,361,018.36 "," 642,104,399.21 "," 1,208,112,452.97 "," 213,735,510.92 "," 127,938,992.55 "," 433,227,142.65 "," 154,361,018.36 "," 9,347,306.52 "," 325,112,814.50 "," 91,810,052.47 "
WAKULIMA COMMERCIAL," 12,609,711.55 "," 49,222,991.84 "," 190,230,083.19 "," 251,700,832.82 "," 16,131,517.60 "," 57,767,341.66 "," 175,786,310.70 "," 54,332,833.39 "," 11,767,310.84 "," 30,854,282.59 "," 19,855,968.96 "
WANAANGA," 5,430,160.00 "," 272,963,840.00 "," 635,291,070.00 "," 1,172,190,410.00 "," 42,481,470.00 "," 108,121,820.00 "," 982,428,670.00 "," 272,963,840.00 "," 9,527,070.00 "," 162,094,990.00 "," 23,799,320.00 "
WANANCHI," 147,906,809.15 "," 139,435,669.32 "," 810,063,053.71 "," 1,149,541,194.10 "," 135,584,106.45 "," 21,486,375.62 "," 678,279,194.16 "," 139,435,669.32 "," 15,595,998.47 "," 225,121,368.27 "," 129,952,087.21 "
WANANDEGE," 16,660,486.00 "," 90,359,291.13 "," 747,438,958.23 "," 1,307,952,284.70 "," 141,088,992.97 "," 82,495,444.11 "," 1,079,852,528.71 "," 90,359,291.13 "," 23,944,724.34 "," 189,004,326.82 "," 38,205,747.82 "
WASHA," 6,587,556.42 "," 18,772,167.87 "," 112,268,797.69 "," 164,238,548.87 "," 9,572,592.62 "," 29,254,362.30 "," 113,722,340.27 "," 24,189,335.29 "," 11,744,372.01 "," 24,928,720.67 "," 3,868,323.91 "
WAUMINI," 2,031,589.80 "," 164,255,244.00 "," 2,504,323,568.07 "," 2,689,519,362.01 "," 122,403,794.00 "," 448,984,254.16 "," 2,158,734,405.04 "," 164,255,244.00 "," 205,169,728.02 "," 336,339,310.87 "," 170,390,471.89 "
WEVARSITY," 14,886,637.87 ","-234,071.52 "," 227,972,912.78 "," 273,308,326.19 "," 16,949,691.85 "," 44,242,678.29 "," 181,962,557.17 ","-234,071.52 "," 30,050,319.57 "," 46,447,373.33 "," 6,778,710.03 "
WINAS," 36,971,186.59 "," 293,388,983.22 "," 2,425,560,562.18 "," 2,786,816,386.30 "," 104,802,695.25 "," 565,750,157.84 "," 1,971,397,188.94 "," 330,360,169.81 "," 22,303,327.88 "," 483,294,268.27 "," 89,727,030.23 "
YETU," 26,385,700.00 "," 623,678,405.30 "," 1,260,754,744.10 "," 1,978,027,740.33 "," 120,546,684.60 "," 490,671,323.13 "," 1,301,130,333.57 "," 623,678,405.30 "," 76,637,153.52 "," 290,287,998.24 "," 52,016,115.37 "
