NAME OF THE SACCO, FINANCIAL INVESTMENT  , CASH & CASH EQUIVALENT , GROSS LOAN , TOTAL ASSETS , TOTAL EXPENSE , CORE CAPITAL , TOTAL DEPOSIT , LIQUID ASSET , Net Income , TOTAL REVENUE , NPL 
COMOCO," 4,527,933.30 "," 3,844,719.92 "," 545,015,367.88 "," 723,992,540.06 "," 68,869,215.18 "," 91,265,523.07 "," 497,425,818.37 "," 3,844,719.92 "," 780,368.15 "," 101,673,726.61 "," 84,837,998.88 "
COSMOPOLITAN," 190,174,024.56 "," 455,001,017.73 "," 3,934,138,486.38 "," 4,682,202,600.73 "," 145,073,307.54 "," 313,920,533.52 "," 3,817,046,787.81 "," 455,001,017.73 "," 55,303,469.00 "," 608,582,428.41 "," 83,368,956.74 "
COUNTY," 38,296,357.00 "," 170,687,258.37 "," 169,625,556.67 "," 499,326,089.01 "," 39,231,879.28 "," 72,180,395.03 "," 313,448,726.70 "," 170,687,258.37 "," 14,257,055.00 "," 75,414,917.98 "," 49,776,809.00 "
DAIMA," 72,249,256.25 "," 422,898,588.45 "," 361,961,356.29 "," 886,602,668.61 "," 92,381,641.03 "," 84,458,110.73 "," 636,783,677.12 "," 422,898,588.45 "," 13,494,045.86 "," 152,890,099.22 "," 28,133,771.99 "
DHABITI ," 10,903,780.90 "," 125,306,380.65 "," 285,072,085.43 "," 555,174,001.18 "," 56,100,904.57 "," 128,819,480.53 "," 335,673,277.05 "," 125,306,380.65 "," 28,868,180.34 "," 122,958,138.07 "," 18,715,155.76 "
DIMKES DT," 11,511,506.13 "," 146,736,658.68 "," 1,320,765,821.00 "," 1,508,300,807.32 "," 127,224,764.84 "," 226,319,926.67 "," 1,272,073,274.18 "," 158,072,789.81 "," 32,467,999.71 "," 187,628,514.87 "," 148,412,498.00 "
DUMISHA," 5,156,324.00 "," 11,371,452.65 "," 150,171,803.95 "," 219,985,813.05 "," 11,016,565.54 "," 44,376,729.09 "," 145,076,335.55 "," 11,371,452.65 "," 21,988,966.30 "," 50,027,506.52 "," 18,185,316.13 "
ECO-PILLAR," 34,093,974.17 "," 85,628,931.66 "," 334,600,688.72 "," 875,609,342.46 "," 49,185,515.69 "," 120,850,826.95 "," 597,414,542.34 "," 85,628,931.66 "," 12,657,410.42 "," 98,840,399.79 "," 22,441,269.24 "
EDIS," 2,680,519.00 "," 4,225,174.08 "," 121,630,261.45 "," 126,517,167.65 "," 7,359,593.90 "," 35,790,351.34 "," 77,419,001.08 "," 4,225,174.08 "," 9,424,401.10 "," 17,238,779.73 "," 4,794,033.56 "
EGERTON UNIVERSITY," 186,212,398.28 "," 160,296,622.18 "," 1,744,816,542.68 "," 2,314,440,176.76 "," 130,798,674.90 "," 67,566,591.35 "," 1,550,043,001.74 "," 160,296,622.18 "," 86,163,321.74 "," 301,612,754.20 "," 127,730,789.97 "
ELIMU," 135,301,163.00 "," 212,826,068.00 "," 565,541,617.00 "," 1,024,696,386.00 "," 107,087,633.87 "," 97,069,853.00 "," 775,320,049.00 "," 219,645,166.00 "," 31,039,579.32 "," 161,122,627.90 "," 87,782,620.99 "
ENEA ," 1,091,007.00 "," 57,807,516.53 "," 86,051,777.98 "," 152,587,658.48 "," 19,100,706.13 "," 38,728,677.52 "," 106,900,978.00 "," 57,807,516.53 "," 4,490,755.51 "," 26,372,803.24 "," 22,066,350.77 "
FARIDI," 20,572,400.11 "," 72,625,537.25 "," 619,735,937.14 "," 860,047,417.79 "," 43,802,448.78 "," 287,012,928.38 "," 551,602,540.72 "," 72,625,537.25 "," 158,550,234.58 "," 206,908,703.32 ", -   
FARIJI," 13,987,166.40 "," 34,097,260.86 "," 119,109,780.35 "," 171,476,166.67 "," 26,643,651.19 "," 56,920,332.04 "," 135,085,695.30 "," 45,934,227.26 "," 11,369,086.40 "," 43,981,737.81 "," 19,399,448.04 "
FORTITUDE," 8,007,735.00 "," 14,490,848.65 "," 104,629,789.00 "," 134,351,420.75 "," 10,076,726.70 "," 18,380,190.19 "," 106,611,312.21 "," 14,490,848.65 "," 18,206,155.58 "," 23,779,588.18 ",
FORTUNE," 29,273,904.00 "," 681,263,689.00 "," 1,867,285,223.00 "," 2,593,482,442.00 "," 256,767,045.00 "," 921,086,045.00 "," 1,374,841,446.00 "," 682,928,555.00 "," 88,477,598.00 "," 402,880,339.00 "," 221,337,174.00 "
FUNDILIMA," 51,558,456.16 "," 2,265,723.43 "," 554,054,141.60 "," 904,380,680.30 "," 33,441,814.16 "," 158,153,777.58 "," 706,100,136.76 "," 33,246,077.59 "," 80,167,049.30 "," 115,546,945.38 "," 9,760,900.00 "
GITHUNGURI DAIRY ," 8,598,197.10 "," 153,374,738.59 "," 1,192,816,806.59 "," 1,482,694,900.08 "," 100,211,350.38 "," 382,937,339.83 "," 1,050,358,694.40 "," 153,374,738.59 "," 92,778,488.88 "," 207,261,773.27 "," 45,486,610.82 "
GOLDEN PILLAR," 72,765,466.86 "," 29,168,257.94 "," 209,736,121.95 "," 311,357,728.16 "," 23,925,183.90 "," 55,863,501.84 "," 229,292,207.76 "," 95,768,257.94 "," 6,569,988.18 "," 46,474,607.33 "," 10,133,264.44 "
GOOD FAITH," 3,884,015.75 "," 7,111,462.08 "," 45,568,783.81 "," 56,548,440.34 "," 5,874,983.41 "," 11,509,055.46 "," 41,979,683.41 "," 10,847,302.83 "," 3,687,818.71 "," 8,304,181.54 "," 17,424,807.00 "
GOOD HOPE," 9,849,000.00 "," 47,521,940.73 "," 540,718,599.00 "," 646,581,856.73 "," 13,092,924.00 "," 50,573,712.97 "," 521,622,010.04 "," 47,521,940.73 "," 3,676,078.00 "," 27,536,188.00 "," 2,294,432.00 "
GOODWAY," 830,000.00 "," 5,436,310.00 "," 28,201,125.00 "," 39,461,291.00 "," 3,949,169.00 "," 13,703,052.00 "," 22,862,609.00 "," 5,436,310.00 "," 1,511,984.00 "," 7,527,948.00 "," 263,340.00 "
GUSII MWALIMU," 83,740,228.58 "," 79,094,048.40 "," 6,833,134,810.38 "," 7,420,002,163.74 "," 431,153,734.35 "," 1,044,651,098.92 "," 5,273,438,567.56 "," 79,094,048.40 "," 33,962,359.71 "," 1,121,456,005.22 "," 74,650,309.93 "
HARAMBEE," 411,169,518.00 "," 630,101,728.22 "," 15,144,890,958.95 "," 24,529,343,445.48 "," 1,063,083,601.06 "," 2,457,827,459.63 "," 17,304,921,926.15 "," 630,101,728.22 ","-431,467,272.87 "," 2,261,600,026.33 "," 1,584,245,635.74 "
HAZINA," 785,512,753.20 "," 150,555,618.65 "," 5,364,215,527.57 "," 6,448,553,253.82 "," 102,931,315.06 "," 911,297,265.52 "," 4,995,955,396.13 "," 920,325,522.25 "," 51,433,377.32 "," 773,766,831.21 ",
ILKISONKO ," 5,627,982.85 "," 38,742,598.52 "," 99,378,427.35 "," 133,722,342.72 "," 10,813.02 "," 23,763,634.55 "," 96,717,646.92 "," 38,742,598.52 "," 6,332.85 "," 23,145.87 "," 35,434,170.00 "
IMARIKA ," 128,300,445.30 "," 450,579,940.37 "," 5,873,652,031.74 "," 6,585,218,632.34 "," 376,852,532.91 "," 1,540,547,556.13 "," 4,511,702,233.36 "," 450,579,940.37 "," 655,854,892.01 "," 1,122,795,609.50 "," 458,809,116.75 "
IMARISHA ," 56,782,886.00 "," 439,795,236.79 "," 7,437,943,674.81 "," 9,083,686,465.09 "," 357,479,119.37 "," 1,935,024,484.35 "," 5,955,959,451.59 "," 439,795,236.79 "," 707,553,274.96 "," 1,370,896,625.22 "," 68,154,580.33 "
INVEST & GROW (IG)," 389,153,626.00 "," 428,362,327.00 "," 6,677,544,533.00 "," 7,961,770,314.00 "," 183,570,000.00 "," 1,911,624,942.00 "," 4,470,849,036.00 "," 470,931,139.00 "," 319,908,367.11 "," 1,325,641,742.00 "," 333,815,942.42 "
JACARANDA," 26,701,224.00 "," 806,683.42 "," 52,078,398.00 "," 143,523,246.00 "," 3,663,511.00 ","-7,815,688.90 "," 87,802,074.23 "," 806,683.42 "," 1,479,722.05 "," 9,286,794.01 "," 3,535,328.48 "
JAMII," 213,782,969.34 "," 215,324,389.05 "," 2,891,380,536.67 "," 3,462,831,421.78 "," 119,425,967.66 "," 434,955,110.32 "," 2,496,562,137.82 "," 299,924,719.49 "," 55,133,742.24 "," 412,925,674.94 "," 78,902,293.24 "
JAMII YETU," 40,532,570.00 "," 29,542,510.96 "," 354,017,626.35 "," 474,863,702.99 "," 35,924,351.20 "," 146,295,292.54 "," 272,083,177.94 "," 29,542,510.96 "," 43,419,480.54 "," 80,863,795.69 "," 41,032,395.52 "
JITEGEMEE ," 53,022,526.32 "," 4,499,914.32 "," 214,722,639.96 "," 684,385,801.17 "," 67,885,211.83 ","-6,270,324.95 "," 353,525,479.80 "," 4,499,914.32 "," 22,208,486.64 "," 47,833,174.28 "," 87,323,555.30 "
JOINAS," 13,330,369.60 "," 11,956,515.82 "," 186,222,819.78 "," 228,771,789.34 "," 23,067,170.42 "," 37,797,328.74 "," 165,427,643.29 "," 19,707,307.52 ","-2,072,023.74 "," 24,925,102.33 "," 17,452,172.07 "
JUMUIKA ," 26,348,724.00 "," 24,881,237.00 "," 131,998,608.40 "," 240,822,018.40 "," 30,205,494.00 "," 53,759,343.80 "," 130,487,184.00 "," 32,611,064.00 ","-5,971,673.23 "," 31,615,990.77 "," 14,496,157.00 "
KENPIPE," 74,141,587.50 "," 428,580,648.98 "," 1,812,658,944.21 "," 2,329,438,929.34 "," 71,664,102.28 "," 313,323,390.07 "," 1,737,231,602.27 "," 428,580,648.98 "," 30,469,715.46 "," 292,462,824.76 "," 9,706,955.18 "
KENVERSITY," 64,679,825.10 "," 51,722,614.32 "," 1,823,490,286.61 "," 2,174,734,805.84 "," 60,761,991.37 "," 399,099,577.31 "," 1,649,460,487.24 "," 51,722,614.32 "," 228,571,433.26 "," 319,474,662.09 "," 62,597,451.94 "
KENYA ACHIEVAS," 81,059,344.15 "," 19,844,445.08 "," 136,453,084.55 "," 382,069,570.94 "," 94,895,763.82 "," 109,630,072.17 "," 184,088,888.50 "," 81,251,086.73 "," 9,835,859.40 "," 116,767,288.57 "," 23,307,666.34 "
KENYA BANKERS," 89,535,308.19 "," 293,791,506.55 "," 4,855,868,625.30 "," 7,239,897,090.81 "," 283,415,629.31 "," 781,368,032.70 "," 5,556,130,385.49 "," 293,791,506.55 "," 276,009,894.77 "," 648,788,694.26 "," 904,348,781.85 "
KENYA HIGHLANDS," 30,763,216.53 "," 1,014,350,859.13 "," 1,201,409,726.06 "," 2,397,708,765.38 "," 150,915,783.47 "," 600,073,076.73 "," 1,638,083,938.90 "," 1,036,721,775.66 "," 69,882,542.71 "," 354,686,880.88 "," 47,272,951.89 "
KENYA MIDLAND," 10,166,437.47 "," 2,343,244.69 "," 105,348,238.30 "," 151,836,822.78 "," 14,211,869.90 "," 1,545,082.88 "," 40,714,688.37 "," 12,509,682.16 ","-13,646,155.90 "," 26,397,744.11 "," 4,495,239.18 "
KENYA NATIONAL POLICE DT," 1,500,753,884.58 "," 1,208,825,967.34 "," 20,069,394,266.70 "," 24,131,932,008.68 "," 689,689,033.86 "," 4,513,214,084.77 "," 16,075,991,601.14 "," 2,506,739,641.62 "," 591,773,407.12 "," 3,685,260,133.93 "," 335,240,748.51 "
KEYSTONE DT," 51,736,058.00 "," 95,939,385.84 "," 546,355,205.00 "," 811,048,790.74 "," 52,919,570.46 "," 60,035,463.82 "," 624,695,615.58 "," 95,939,385.84 "," 7,841,668.96 "," 87,758,805.91 "," 17,637,353.30 "
KIMBILIO DAIMA," 6,394,264.00 "," 211,516,634.82 "," 310,800,067.09 "," 578,854,441.33 "," 36,085,638.94 "," 100,057,039.27 "," 428,192,186.25 "," 211,516,634.82 "," 10,954,127.50 "," 81,180,855.71 "," 16,381,039.08 "
KINGDOM," 252,064,669.00 "," 61,278,254.00 "," 776,282,666.00 "," 1,114,062,588.00 "," 61,563,982.00 "," 153,178,616.10 "," 868,054,714.00 "," 282,645,255.00 "," 28,886,882.00 "," 138,893,860.00 "," 14,238,144.00 "
KITUI TEACHERS," 16,632,584.22 "," 319,525,035.22 "," 3,427,113,766.21 "," 3,869,192,680.14 "," 252,875,347.00 "," 581,545,425.33 "," 2,932,519,278.25 "," 331,955,869.44 "," 114,805,403.64 "," 759,128,852.04 "," 11,045,021.47 "
KOLENGE," 661,303.00 "," 20,106,654.58 "," 43,603,963.26 "," 126,576,606.91 "," 6,885,118.21 "," 38,114,478.02 "," 75,048,931.20 "," 20,106,654.58 "," 589,679.09 "," 10,477,975.00 "," 215,181.19 "
KORU, -   ," 13,453,477.60 "," 29,752,888.99 "," 70,640,828.47 "," 3,266,916.22 "," 19,196,352.56 "," 47,436,311.96 "," 13,453,477.60 "," 1,893,439.64 "," 6,648,740.99 "," 2,657,594.57 "
K-PILLAR," 15,346,049.00 "," 183,194,962.00 "," 319,734,081.00 "," 478,499,616.00 "," 24,966,189.00 "," 144,381,457.00 "," 321,914,428.00 "," 194,771,844.00 "," 44,979,134.00 "," 86,904,783.00 "," 115,554,942.00 "
K-UNITY," 292,744,937.00 "," 737,936,719.00 "," 2,023,174,151.00 "," 3,243,713,501.00 "," 379,189,784.00 "," 536,454,119.00 "," 2,398,022,516.01 "," 812,701,388.00 "," 119,433,110.00 "," 500,584,815.00 "," 369,338,967.00 "
LAINISHA ," 14,314,587.00 "," 90,278,396.30 "," 183,432,718.08 "," 340,817,711.11 "," 28,784,766.88 "," 178,856,113.35 "," 145,448,747.87 "," 90,278,396.30 "," 6,088,529.98 "," 40,817,949.16 "," 32,185,782.23 "
LAMU TEACHERS ," 16,321,344.09 "," 5,910,144.14 "," 68,741,141.03 "," 234,907,347.14 "," 15,877,837.53 "," 27,490,520.10 "," 115,619,820.80 "," 18,213,232.23 ","-3,091,947.35 "," 20,533,718.90 "," 13,998,240.55 "
LENGO," 1,579,913.00 "," 26,054,908.86 "," 95,431,989.64 "," 158,723,695.65 "," 19,693,971.84 "," 24,216,621.54 "," 111,717,043.45 "," 26,054,908.86 "," 1,876,062.47 "," 29,753,818.35 "," 1,339,863.52 "
MAFANIKIO," 36,762,785.25 "," 49,345,096.24 "," 574,184,811.34 "," 785,695,071.29 "," 74,065,155.07 "," 177,828,938.90 "," 483,199,884.97 "," 58,614,592.49 "," 18,380,415.36 "," 134,278,378.44 "," 41,437,296.63 "
MAGADI ," 31,181,178.60 "," 61,577,283.14 "," 412,261,608.00 "," 529,380,371.96 "," 28,405,115.42 "," 116,746,071.97 "," 377,457,118.62 "," 61,577,283.14 "," 55,681,836.63 "," 92,034,289.44 "," 7,139,591.27 "
MAGEREZA," 444,174,179.12 "," 1,283,692,904.44 "," 2,374,500,661.10 "," 4,921,629,551.82 "," 160,477,599.59 "," 377,772,821.99 "," 3,574,372,881.13 "," 1,477,483,320.84 "," 220,324,031.19 "," 389,889,617.18 "," 70,647,823.43 "
MAISHA BORA," 97,103,218.00 "," 321,494,811.90 "," 2,295,316,633.79 "," 2,926,676,389.86 "," 50,282,088.12 "," 244,552,084.56 "," 2,337,943,534.37 "," 321,494,811.90 "," 83,213,144.60 "," 335,173,314.66 "," 11,224,914.24 "
MENTORS," 195,614,051.00 "," 162,661,136.10 "," 5,284,603,210.11 "," 6,273,906,406.33 "," 242,923,117.77 "," 459,679,009.68 "," 4,263,060,091.25 "," 162,661,136.10 "," 41,128,398.26 "," 896,320,058.35 "," 35,767,053.54 "
METROPOLITAN NATIONAL," 105,061,674.00 "," 982,594,182.00 "," 12,259,983,348.00 "," 13,909,807,215.00 "," 421,568,639.00 "," 2,717,775,619.00 "," 6,977,694,861.00 "," 1,016,849,184.00 "," 1,042,356,773.00 "," 2,655,941,523.00 "," 535,195,945.00 "
MILIKI," 100,750.00 "," 1,562,694.00 "," 3,279,487.00 "," 20,865,741.00 "," 11,846,512.00 "," 846,361.00 "," 38,309,716.00 "," 1,663,444.00 ","-4,223,661.00 "," 8,410,855.00 "," 7,777,024.00 "
MOI UNIVERSITY ," 18,525,748.00 "," 4,901,437.00 "," 584,469,370.37 "," 1,455,920,519.83 "," 22,632,090.60 "," 107,635,816.00 "," 601,442,092.43 "," 4,901,437.00 ","-13,154,202.01 "," 31,012,631.95 ",
MOMBASA PORT ," 456,257,917.60 "," 496,228,206.49 "," 3,348,762,922.51 "," 4,496,865,572.98 "," 136,573,907.77 "," 1,764,675,539.68 "," 2,300,171,528.82 "," 952,486,124.09 "," 215,909,653.14 "," 627,528,166.19 "," 159,313,287.03 "
MUDETE TEAFACTORY ," 10,099,200.00 "," 65,921,004.32 "," 99,725,296.99 "," 241,492,254.83 "," 18,035,181.54 "," 36,905,541.39 "," 160,674,370.69 "," 65,921,004.32 "," 10,857,488.10 "," 36,308,798.60 "," 36,588,417.13 "
MUKI ," 24,241,654.00 "," 49,560,831.31 "," 470,465,426.28 "," 645,817,251.44 "," 81,941,247.02 "," 118,808,866.40 "," 454,812,432.88 "," 49,560,831.31 "," 34,408,676.09 "," 125,421,302.89 "," 146,673,856.79 "
MWALIMU NATIONAL ," 1,476,055,628.73 "," 1,047,802,530.48 "," 27,794,164,405.74 "," 40,317,358,977.92 "," 1,489,954,553.38 "," 4,648,949,644.66 "," 28,952,189,734.82 "," 1,047,802,530.48 "," 340,127,083.33 "," 5,021,516,335.68 "," 1,059,996,054.60 "
MWIETHERI," 2,021,710.00 "," 39,508,676.83 "," 54,033,025.99 "," 99,316,344.58 "," 10,141,173.95 "," 25,923,781.80 "," 64,178,850.55 "," 39,508,676.83 "," 1,940,481.49 "," 16,231,133.44 "," 23,805,723.90 "
MWITO," 16,408,390.00 "," 106,512,765.08 "," 1,274,811,098.30 "," 1,484,501,948.60 "," 61,786,187.82 "," 227,647,777.48 "," 1,105,771,859.42 "," 106,512,765.08 "," 54,019,131.27 "," 184,446,111.39 "," 24,817,328.00 "
NACICO," 179,146,851.96 "," 370,128,121.10 "," 2,179,856,771.98 "," 3,561,530,709.98 "," 218,606,674.65 "," 901,860,023.94 "," 2,194,109,674.13 "," 370,128,121.10 "," 150,859,038.70 "," 510,905,234.63 "," 54,234,883.10 "
NAFASI DT," 3,232,361.80 "," 50,492,816.55 "," 400,354,917.69 "," 465,118,155.11 "," 34,465,805.85 "," 88,264,566.92 "," 322,212,000.13 "," 50,492,816.55 "," 11,195,333.72 "," 77,011,030.19 "," 5,796,352.73 "
NANDI FARMERS," 8,450,000.00 "," 1,470,672.26 "," 84,776,682.00 "," 125,380,142.41 "," 11,133,934.97 "," 28,051,006.97 "," 77,421,339.31 "," 1,470,672.26 ","-296,952.47 "," 13,473,398.98 "," 6,011,898.54 "
NANDI HEKIMA," 17,617,264.00 "," 7,542,632.78 "," 170,320,788.26 "," 230,191,787.95 "," 9,992,244.87 "," 26,823,279.36 "," 92,730,495.61 "," 7,542,632.78 ","-1,270,939.34 "," 10,463,495.47 "," 488,570.27 "
NANYUKI EQUATOR," 1,914,100.00 "," 2,357,412.00 "," 96,733,941.00 "," 120,917,657.92 "," 12,951,781.00 "," 35,724,993.37 "," 29,877,573.34 "," 2,357,412.00 "," 1,275,111.12 "," 15,964,059.78 "," 966,607.00 "
NATION DT," 1,019,837.00 "," 282,694,476.26 "," 1,276,795,902.90 "," 1,522,234,273.23 "," 40,623,090.71 "," 245,210,704.44 "," 1,162,507,226.80 "," 282,694,476.26 "," 45,255,223.12 "," 200,043,281.98 "," 127,884,546.90 "
NAWIRI," 118,771,303.00 "," 272,500,586.00 "," 840,464,938.00 "," 1,388,137,324.00 "," 132,177,721.00 "," 254,422,204.00 "," 972,689,757.00 "," 272,500,586.00 "," 99,794,452.00 "," 262,339,189.00 "," 133,443,806.34 "
NDEGE CHAI ," 275,177,054.16 "," 117,306,105.05 "," 2,224,768,575.34 "," 2,704,613,926.35 "," 154,433,588.22 "," 315,725,422.39 "," 1,796,094,374.97 "," 337,722,721.86 "," 9,272,760.35 "," 425,134,268.78 "," 105,860,087.31 "
NDOSHA," 35,430,926.00 "," 2,351,979.08 "," 160,232,974.26 "," 248,782,219.47 "," 18,126,919.58 "," 23,659,286.66 "," 158,861,957.02 "," 2,351,979.08 "," 1,146,052.93 "," 30,711,413.80 "," 13,776,179.28 "
NEWFORTIS," 517,858,423.00 "," 518,771,696.00 "," 4,604,268,144.00 "," 5,898,412,283.00 "," 219,047,849.00 "," 613,345,519.00 "," 3,903,645,061.00 "," 518,771,696.00 "," 63,653,475.00 "," 747,541,775.00 "," 32,769,428.20 "
NEXUS," 164,822.00 "," 24,018,678.71 "," 67,172,838.10 "," 93,127,419.76 "," 4,717,426.30 "," 24,870,047.67 "," 65,514,868.53 "," 24,018,678.71 "," 5,795,115.46 "," 11,835,746.56 "," 849,592.70 "
NGARISHA ," 32,686,731.40 "," 2,486,815.32 "," 1,336,329,254.49 "," 1,778,120,115.92 "," 178,205,012.75 "," 248,843,190.86 "," 1,018,368,286.24 "," 35,173,546.72 "," 40,368,709.54 "," 391,486,022.66 "," 1,784,218.91 "
NITUNZE," 13,816,504.00 ","-1,387,500.00 "," 294,823,941.06 "," 421,340,010.06 "," 34,154,181.00 "," 76,298,138.06 "," 135,705,501.99 ","-1,387,500.00 ","-42,574,214.78 "," 17,804,130.70 ", -   
NRS ," 15,670,772.61 "," 21,597,437.74 "," 316,475,001.37 "," 369,767,398.12 "," 36,892,569.31 "," 43,920,779.22 "," 307,294,594.29 "," 23,597,437.74 "," 9,697,313.03 "," 48,308,059.01 "," 14,608,427.04 "
NSSF," 29,695,026.00 "," 152,522,679.05 "," 1,252,256,292.90 "," 1,514,908,646.68 "," 81,491,750.62 "," 216,289,640.77 "," 1,069,325,429.93 "," 152,522,679.05 "," 51,282,877.72 "," 253,171,605.05 "," 37,059,129.14 "
