NAME OF THE SACCO, FINANCIAL INVESTMENT  , CASH & CASH EQUIVALENT , GROSS LOAN , TOTAL ASSETS , TOTAL EXPENSE , CORE CAPITAL , TOTAL DEPOSIT , LIQUID ASSET , Net Income , TOTAL REVENUE , NPL 
GOLDEN PILLAR," 76,617,536.86 "," 35,871,457.49 "," 267,506,767.37 "," 374,933,285.71 "," 117,323,561.75 "," 64,951,940.56 "," 274,830,764.88 "," 105,471,457.49 "," 116,989,760.31 "," 255,247,545.26 "," 10,192,632.03 "
GOOD FAITH," 1,310,138.75 "," 8,430,504.19 "," 48,065,387.15 "," 56,693,253.39 "," 28,441,117.22 "," 12,916,202.54 "," 43,114,840.37 "," 9,707,642.94 "," 7,114,665.31 "," 57,610,159.57 "," 12,593,668.62 "
GOOD HOPE," 17,832,029.25 ","-3,445,296.46 "," 128,865,489.00 "," 801,400,688.91 "," 5,699,865.23 "," 59,624,260.74 "," 519,963,055.92 "," 10,477,281.54 "," 2,664,042.57 "," 7,581,342.30 "," 23,422,321.10 "
GOODWAY," 830,000.00 "," 4,372,834.00 "," 30,825,161.00 "," 40,133,782.00 "," 14,189,724.24 "," 15,916,619.00 "," 19,561,510.00 "," 4,372,834.00 "," 10,515,561.79 "," 26,767,369.31 "," 298,904.00 "
GUSII MWALIMU," 62,311,880.00 "," 520,974,887.01 "," 7,473,577,555.21 "," 8,451,126,668.50 "," 3,326,320.00 "," 1,380,455,105.72 "," 5,878,510,474.72 "," 520,974,887.01 "," 1,297,012.00 "," 6,768,751.00 "," 236,523,339.27 "
HARAMBEE," 1,869,271,056.68 "," 1,188,966,603.22 "," 15,959,454,752.70 "," 26,361,847,157.58 "," 450,963,277.39 "," 1,425,931,082.49 "," 18,367,686,031.12 "," 1,188,966,603.22 "," 287,939,063.60 "," 1,310,438,401.11 "," 698,205,815.28 "
HAZINA," 755,724,617.02 "," 186,884,943.00 "," 6,182,964,415.21 "," 7,377,451,731.83 "," 1,047,102,016.66 "," 1,088,897,086.29 "," 5,694,223,163.97 "," 925,968,790.62 ","-65,878,311.02 "," 2,904,656,515.28 "," 40,067,136.27 "
ILKISONKO ," 342,113.00 "," 51,779,605.79 "," 110,250,979.00 "," 149,312,187.34 "," 110,904,657.21 "," 29,792,337.49 "," 107,980,919.41 "," 51,779,605.79 "," 47,342,104.32 "," 893,954,478.50 "," 38,812,410.00 "
IMARIKA ," 129,800,145.30 "," 451,560,651.53 "," 6,914,790,853.88 "," 7,595,019,963.42 "," 15,264.70 "," 1,761,994,611.97 "," 5,238,416,679.53 "," 451,560,651.53 ", 939.51 ," 25,611.51 "," 622,585,427.50 "
IMARISHA ," 56,764,336.00 "," 722,364,076.44 "," 8,688,717,554.31 "," 10,871,027,293.44 "," 435,207,679.78 "," 2,397,393,508.75 "," 7,095,502,851.73 "," 722,364,076.44 "," 661,258,569.45 "," 1,286,262,634.20 "," 214,805,227.42 "
INVEST & GROW (IG)," 503,593,082.00 "," 759,431,656.00 "," 7,151,001,512.00 "," 8,667,971,267.00 "," 390,577,869.82 "," 1,997,733,361.00 "," 4,962,987,101.00 "," 807,426,806.00 "," 874,475,201.38 "," 1,585,226,871.37 "," 829,222,340.18 "
JACARANDA," 1,649,457.00 "," 2,785,908.60 "," 35,648,031.34 "," 142,130,168.65 "," 218,662,702.00 "," 16,053,603.70 "," 88,713,717.25 "," 2,785,908.60 "," 33,873,903.59 "," 1,449,128,873.00 "," 3,001,493.25 "
JAMII," 240,089,248.03 "," 198,334,312.81 "," 3,238,155,011.06 "," 3,920,755,985.09 "," 4,228,526.10 "," 439,492,796.10 "," 2,796,942,245.22 "," 284,185,133.94 "," 374,726.73 "," 8,595,628.95 "," 214,382,262.50 "
JAMII YETU," 42,469,807.00 "," 49,225,786.24 "," 419,574,266.32 "," 562,071,710.49 "," 119,425,967.66 "," 177,542,024.22 "," 326,095,711.57 "," 49,225,786.24 "," 55,133,742.24 "," 412,925,674.94 "," 54,820,188.33 "
JITEGEMEE ," 47,613,147.78 "," 1,647,928.26 "," 170,047,415.58 "," 569,423,601.07 "," 40,088,477.47 ","-47,661,382.92 "," 369,933,698.49 "," 1,647,928.26 "," 38,618,769.34 "," 88,331,290.04 "," 78,118,912.13 "
JOINAS," 20,518,119.97 "," 27,196,893.21 "," 192,280,010.62 "," 245,248,890.57 "," 68,067,143.88 "," 41,842,188.03 "," 184,978,056.59 "," 43,366,624.28 ","-41,155,172.10 "," 29,289,561.99 "," 27,491,323.62 "
JUMUIKA ," 18,618,897.30 ","-3,506,044.38 "," 117,336,338.49 "," 217,113,524.61 "," 22,232,330.16 "," 54,521,325.54 "," 116,306,816.94 ","-3,506,044.38 ","-242,042.46 "," 27,964,798.65 ",
KENPIPE," 129,353,114.30 "," 329,695,023.91 "," 2,150,842,863.20 "," 2,631,951,493.72 "," 25,569,510.36 "," 306,265,229.17 "," 1,930,666,697.91 "," 359,695,023.91 ","-5,176,705.63 "," 24,091,900.46 "," 19,541,242.29 "
KENVERSITY," 44,169,997.21 "," 56,423,604.85 "," 2,071,394,584.02 "," 2,611,029,455.19 "," 83,288,681.15 "," 515,859,975.96 "," 1,914,915,732.31 "," 56,423,604.85 "," 49,990,469.10 "," 349,830,326.50 "," 126,415,480.79 "
KENYA ACHIEVAS," 22,337,873.09 "," 46,310,463.81 "," 176,948,341.36 "," 385,599,523.64 "," 62,872,739.00 "," 109,696,720.04 "," 213,066,432.36 "," 47,771,314.40 "," 270,556,693.06 "," 381,192,981.22 "," 28,556,983.12 "
KENYA BANKERS," 93,582,907.19 "," 246,605,236.32 "," 5,122,115,780.73 "," 7,806,774,721.44 "," 89,397,533.94 "," 1,052,045,482.29 "," 5,838,791,166.77 "," 246,605,236.32 "," 13,822,169.08 "," 118,292,563.24 "," 613,616,155.26 "
KENYA HIGHLANDS," 12,381,924.68 "," 1,291,697,651.21 "," 1,399,434,144.97 "," 2,874,486,360.90 "," 326,580,913.21 "," 771,057,896.93 "," 1,907,994,041.36 "," 1,295,687,275.89 "," 345,840,163.68 "," 727,634,606.37 "," 50,341,186.09 "
KENYA MIDLAND," 10,267,610.00 "," 884,100.20 "," 121,461,795.65 "," 156,914,206.30 "," 147,704,544.85 "," 6,472,184.74 "," 31,669,346.41 "," 11,151,710.20 "," 142,163,684.44 "," 467,126,293.87 "," 11,454,091.00 "
KENYA NATIONAL POLICE DT," 1,500,753,884.58 "," 726,291,058.47 "," 24,105,923,420.15 "," 29,217,152,275.76 "," 16,256,813.69 "," 6,211,347,530.81 "," 18,774,636,459.39 "," 2,024,204,732.75 ","-7,509,088.87 "," 24,454,127.90 "," 303,299,397.13 "
KEYSTONE DT," 56,982,858.93 "," 91,751,693.08 "," 556,569,416.41 "," 827,537,818.60 "," 742,259,357.39 "," 71,465,326.61 "," 616,321,548.60 "," 91,751,693.08 "," 1,200,897,630.62 "," 4,557,399,719.81 "," 17,852,152.82 "
KIMBILIO DAIMA," 7,109,264.00 "," 248,200,465.54 "," 319,421,251.14 "," 633,870,692.82 "," 62,142,340.55 "," 118,945,380.93 "," 451,587,362.47 "," 248,200,465.54 "," 9,008,906.35 "," 103,252,830.22 "," 19,271,870.11 "
KINGDOM," 227,521,160.00 "," 66,099,849.00 "," 940,822,861.00 "," 1,269,961,868.00 "," 39,290,129.46 "," 199,720,823.00 "," 965,580,766.00 "," 262,058,272.00 "," 11,869,267.02 "," 89,301,342.01 "," 16,612,226.00 "
KITUI TEACHERS," 18,432,584.22 "," 351,721,569.39 "," 4,096,834,486.52 "," 4,722,056,069.28 "," 66,285,111.00 "," 842,210,402.76 "," 3,384,874,551.09 "," 365,952,403.61 "," 35,174,724.00 "," 159,258,570.00 "," 17,531,854.80 "
KOLENGE," 661,303.00 "," 29,623,130.24 "," 46,909,758.95 "," 142,037,564.19 "," 299,103,795.20 "," 44,660,717.48 "," 85,913,541.32 "," 29,623,130.24 "," 130,379,240.53 "," 898,791,900.56 "," 1,263,850.79 "
KORU, -   ," 10,163,473.31 "," 29,862,144.71 "," 73,777,535.35 "," 7,577,864.81 "," 21,298,900.48 "," 49,764,391.58 "," 10,163,473.31 "," 1,450,566.19 "," 10,628,606.00 "," 4,307,579.83 "
K-PILLAR," 15,674,837.00 "," 232,069,138.00 "," 393,477,293.00 "," 590,359,474.00 "," 3,213,084.90 "," 180,253,082.00 "," 393,597,906.00 "," 243,774,808.00 "," 3,182,706.73 "," 6,975,684.02 "," 106,992,170.00 "
K-UNITY," 353,977,841.87 "," 915,598,238.53 "," 2,231,672,979.74 "," 3,706,683,040.70 "," 32,713,014.00 "," 867,596,366.37 "," 2,723,503,958.46 "," 1,238,808,146.40 "," 37,922,782.00 "," 91,073,101.00 "," 329,531,477.00 "
KWETU," 1,105,752,341.35 "," 232,260,513.51 "," 1,453,425,094.07 "," 3,964,177,220.75 "," 417,862,001.68 ","-705,103,400.21 "," 2,058,419,382.66 "," 232,260,513.51 "," 179,675,516.38 "," 594,107,089.14 "," 21,494,563.49 "
LAINISHA ," 34,314,587.00 "," 72,166,778.66 "," 215,562,131.17 "," 369,440,675.10 "," 208,849,870.56 "," 168,092,897.45 "," 159,029,118.86 "," 72,166,778.66 "," 100,109,917.16 "," 428,980,065.35 "," 37,773,306.09 "
LAMU TEACHERS ," 16,665,233.09 "," 3,348,861.30 "," 66,168,542.00 "," 226,815,246.61 "," 38,508,844.17 "," 21,332,221.15 "," 121,538,222.05 "," 16,059,949.39 "," 1,989,229.49 "," 47,511,881.16 "," 11,494,664.18 "
LENGO," 1,816,212.00 "," 37,451,254.46 "," 119,880,907.12 "," 202,320,357.59 "," 10,378,928.00 "," 31,945,362.98 "," 132,658,812.55 "," 37,451,254.46 ","-222,860.72 "," 22,065,539.08 "," 2,128,621.32 "
MAFANIKIO," 41,343,229.54 "," 60,967,748.29 "," 661,054,784.79 "," 880,985,450.52 "," 24,741,451.90 "," 207,776,612.68 "," 535,442,059.16 "," 72,777,688.83 "," 2,174,390.62 "," 36,844,584.88 "," 24,963,945.23 "
MAGADI ," 37,575,023.74 "," 94,364,971.06 "," 478,115,491.00 "," 624,416,656.98 "," 76,464,055.37 "," 150,548,018.83 "," 433,262,931.22 "," 94,364,971.06 "," 34,568,895.76 "," 154,540,516.45 "," 10,112,783.15 "
MAGEREZA," 965,803,207.60 "," 743,817,716.47 "," 3,205,149,463.78 "," 5,925,456,934.51 "," 30,509,599.84 "," 501,393,015.98 "," 3,713,106,939.66 "," 1,458,260,149.47 "," 72,272,509.96 "," 110,696,549.32 "," 116,532,030.35 "
MAISHA BORA," 113,015,708.00 "," 479,287,063.68 "," 2,554,090,130.89 "," 3,402,993,317.21 "," 194,574,626.75 "," 326,460,576.80 "," 2,660,557,559.14 "," 479,287,063.68 "," 240,418,767.99 "," 443,811,331.44 "," 12,673,607.42 "
MENTORS," 215,990,740.00 "," 227,857,475.64 "," 5,842,582,015.09 "," 7,215,660,232.38 "," 65,578,030.19 "," 753,892,653.05 "," 4,975,606,801.28 "," 227,857,475.64 "," 87,535,150.03 "," 395,330,910.52 "," 289,945,921.75 "
METROPOLITAN NATIONAL," 102,376,783.00 "," 689,158,273.00 "," 12,849,307,454.00 "," 13,645,860,390.00 "," 287,758,025.00 "," 2,865,357,720.00 "," 6,929,637,942.00 "," 725,293,678.00 "," 107,233,639.85 "," 1,036,694,945.39 "," 1,178,574,563.00 "
MILIKI," 100,750.00 "," 1,480,308.00 "," 1,705,375.00 "," 18,645,295.00 "," 442,187,694.00 "," 1,829,468.00 "," 41,941,608.00 "," 1,581,058.00 "," 125,228,304.00 "," 2,117,889,006.00 "," 8,761,492.19 "
MOMBASA PORT ," 538,223,451.60 "," 838,987,130.41 "," 3,574,460,685.94 "," 5,295,308,120.51 "," 9,969,798.00 "," 2,147,294,874.37 "," 2,668,337,830.23 "," 1,377,210,582.01 ","-3,242,456.00 "," 7,203,627.00 "," 108,848,498.34 "
MUDETE TEAFACTORY ," 10,469,200.00 "," 61,861,278.31 "," 145,392,802.46 "," 279,703,348.38 "," 156,821,356.04 "," 44,348,375.91 "," 192,544,124.50 "," 61,861,278.31 "," 215,582,192.67 "," 694,675,193.58 "," 35,079,189.21 "
MUKI ," 19,657,675.19 "," 44,300,649.18 "," 512,269,244.74 "," 684,817,583.88 "," 23,899,687.24 "," 153,247,692.54 "," 488,285,646.92 "," 44,300,649.18 "," 16,048,566.30 "," 47,725,970.91 "," 34,633,508.06 "
MWALIMU NATIONAL ," 1,512,756,118.18 "," 1,466,935,344.50 "," 31,179,870,694.84 "," 46,375,542,764.04 "," 83,876,039.86 "," 5,291,760,080.75 "," 32,823,085,349.25 "," 1,466,935,344.50 "," 44,939,193.45 "," 132,844,226.42 "," 1,308,683,085.43 "
MWIETHERI," 2,021,710.00 "," 44,599,759.88 "," 62,007,652.65 "," 105,610,221.48 "," 1,656,085,520.48 "," 29,161,483.41 "," 69,603,491.06 "," 44,599,759.88 "," 661,923,634.04 "," 5,817,429,085.55 "," 1,615,460.92 "
MWITO," 16,408,390.00 "," 127,686,986.27 "," 1,423,156,690.01 "," 1,654,236,228.99 "," 9,163,634.84 "," 271,380,641.12 "," 1,252,330,091.01 "," 127,686,986.27 "," 2,988,408.85 "," 14,077,135.69 "," 25,170,057.81 "
NACICO," 194,146,851.96 "," 459,122,989.83 "," 2,508,226,929.67 "," 4,689,829,642.93 "," 253,474,041.51 "," 901,113,060.93 "," 2,590,356,569.75 "," 459,122,989.83 "," 73,791,049.86 "," 620,202,525.40 "," 60,644,093.59 "
NAFASI DT," 3,232,361.80 "," 51,758,914.07 "," 448,383,949.00 "," 510,659,789.49 "," 40,331,817.63 "," 96,924,051.11 "," 346,295,345.41 "," 51,758,914.07 "," 12,997,365.23 "," 87,904,853.04 "," 7,740,755.15 "
NANDI FARMERS," 8,450,000.00 "," 356,505.72 "," 84,779,915.14 "," 122,824,419.38 "," 9,326,150.44 "," 33,227,379.00 "," 79,106,612.95 "," 356,505.72 "," 1,009,383.31 "," 12,700,981.30 "," 5,900,787.72 "
NANYUKI EQUATOR," 1,914,100.00 "," 7,655,723.00 "," 99,176,116.00 "," 127,889,716.25 "," 13,504,680.00 "," 38,860,926.32 "," 30,428,022.90 "," 7,655,723.00 "," 835,691.16 "," 16,250,889.75 "," 985,664.00 "
NATION DT," 3,616,747.08 "," 439,467,378.36 "," 1,377,839,714.34 "," 1,742,460,740.15 "," 45,573,567.36 "," 258,989,682.69 "," 1,335,794,606.35 "," 439,467,378.36 "," 48,580,483.83 "," 223,415,371.15 "," 141,274,565.00 "
NAWIRI," 119,771,303.00 "," 281,797,702.00 "," 1,121,083,189.00 "," 1,676,245,970.00 "," 155,564,455.00 "," 365,923,318.00 "," 1,138,873,774.00 "," 281,797,702.00 "," 148,116,803.00 "," 331,566,310.00 "," 138,836,950.85 "
NDEGE CHAI ," 244,123,712.98 "," 231,628,042.23 "," 2,168,765,334.84 "," 2,687,801,791.66 "," 180,605,770.88 "," 336,854,821.20 "," 1,900,119,418.02 "," 420,991,317.86 "," 6,370,145.96 "," 460,677,994.12 "," 108,440,883.36 "
NDOSHA," 24,270,029.00 "," 8,011,455.79 "," 144,776,699.56 "," 241,357,561.97 "," 23,059,269.00 "," 16,955,630.68 "," 157,994,918.61 "," 8,011,455.79 ","-5,325,671.33 "," 28,520,113.59 "," 28,069,841.17 "
NEWFORTIS," 154,822,423.00 "," 667,344,594.00 "," 5,187,561,264.00 "," 6,339,722,353.00 "," 219,231,214.00 "," 1,090,925,531.00 "," 4,528,249,510.00 "," 672,392,370.00 ", -   ," 897,841,893.00 "," 31,036,393.00 "
NEXUS," 165,322.00 "," 22,679,559.97 "," 79,717,414.02 "," 104,024,665.94 "," 5,313,263.10 "," 28,137,171.07 "," 73,754,218.87 "," 22,679,559.97 "," 6,149,790.18 "," 13,043,556.28 "," 615,131.85 "
NGARISHA ," 27,884,993.36 "," 18,655,578.70 "," 1,812,079,639.70 "," 2,339,619,943.31 "," 202,084,387.95 "," 411,018,400.04 "," 1,081,151,739.95 "," 46,540,572.06 "," 84,491,179.62 "," 537,330,547.17 "," 38,212,667.20 "
NRS ," 18,463,366.83 "," 11,631,073.83 "," 253,720,291.59 "," 405,912,936.95 "," 43,127,863.40 "," 30,640,615.85 "," 327,993,213.12 "," 13,631,073.83 "," 2,387,879.83 "," 49,235,680.56 "," 13,112,377.07 "
NSSF," 335,747,163.20 "," 158,512,908.56 "," 1,473,345,127.84 "," 2,026,800,623.83 "," 96,208,308.36 ","-28,206,667.68 "," 1,255,457,250.46 "," 158,512,908.56 "," 59,151,987.50 "," 284,342,619.59 "," 53,060,185.80 "
NUFAIKA ," 4,829,469.00 "," 29,309,749.00 "," 112,820,100.00 "," 165,922,800.73 "," 10,569,361.00 "," 27,829,088.32 "," 110,515,979.30 "," 29,309,749.00 "," 6,945,419.54 "," 20,433,786.00 "," 5,964,145.00 "
NYALA VISION," 110,000.00 "," 114,524,331.32 "," 289,095,051.96 "," 424,188,550.28 "," 36,040,915.00 "," 70,655,043.46 "," 485,247,307.00 "," 114,524,331.32 "," 36,932,851.50 "," 74,705,403.17 "," 13,191,809.89 "
