YEAR,NAME OF THE SACCO, FINANCIAL INVESTMENT  ,CASH & CASH EQUIVALENT,GROSS LOAN,TOTAL EXPENSE,CORE CAPITAL,TOTAL DEPOSIT,LIQUID ASSET,Net Income,TOTAL REVENUE, NPL ,
2015,KOLENGE," 657,983.00 "," 16,015,119.96 "," 39,329,503.28 "," 5,550,941.14 "," 28,438,992.94 "," 51,356,422.95 "," 16,015,119.96 "," 1,772,489.96 "," 8,669,163.41 "," 469,646.20 ",
2015,KORU, -   ," 11,164,082.55 "," 33,389,508.92 "," 3,128,371.94 "," 17,071,398.53 "," 38,895,554.21 "," 11,164,082.55 "," 2,864,981.19 "," 7,070,809.18 "," 3,411,059.49 ",
2015,K-PILLAR," 13,563,334.00 "," 103,850,752.00 "," 188,728,987.00 "," 18,916,606.00 "," 62,036,714.00 "," 153,324,712.00 "," 113,744,919.00 "," 6,690,200.00 "," 47,436,914.00 "," 82,404,394.00 ",
2015,K-UNITY," 273,393,428.03 "," 722,826,853.08 "," 1,476,308,063.56 "," 286,254,301.63 "," 429,196,899.84 "," 1,916,099,118.49 "," 811,173,002.36 "," 80,943,511.09 "," 356,714,760.74 "," 481,021,975.83 ",
2015,KWETU," 1,064,575,311.00 "," 127,679,494.65 "," 790,865,741.60 "," 127,382,678.24 ","-876,055,258.78 "," 1,733,851,224.29 "," 127,679,494.65 "," 61,108,037.64 "," 247,312,796.23 "," 30,375,442.63 ",
2015,LAINISHA ," 13,308,498.00 "," 82,096,339.25 "," 138,889,089.56 "," 21,529,969.65 "," 130,401,903.50 "," 119,229,089.00 "," 82,096,339.25 "," 352,055.45 "," 34,331,555.80 "," 5,458,795.28 ",
2015,LAMU TEACHERS ," 4,018,256.00 "," 21,178,990.97 "," 95,866,982.79 "," 21,846,842.18 "," 22,859,568.37 "," 103,533,017.70 "," 21,178,990.97 "," 9,211,347.36 "," 36,833,847.23 "," 6,981,584.05 ",
2015,LENGO," 1,497,398.87 "," 19,817,450.49 "," 74,379,187.10 "," 13,517,890.31 "," 19,480,340.09 "," 79,886,003.34 "," 19,817,450.49 "," 1,499,273.24 "," 23,689,303.83 "," 739,774.90 ",
2015,MAFANIKIO," 28,191,600.79 "," 67,566,925.10 "," 389,781,182.88 "," 46,873,647.60 "," 174,529,534.49 "," 370,403,369.52 "," 95,758,525.89 "," 27,374,455.22 "," 109,849,160.73 "," 18,609,672.01 ",
2015,MAGADI ," 39,760,613.20 "," 33,983,596.04 "," 326,978,450.68 "," 21,237,027.17 "," 74,510,313.59 "," 304,932,425.85 "," 33,983,596.04 "," 35,952,944.39 "," 67,655,016.39 "," 10,033,927.08 ",
2015,MAGEREZA," 248,170,517.00 "," 1,082,870,314.00 "," 2,085,422,137.00 "," 161,471,962.00 "," 320,672,075.00 "," 3,062,907,539.50 "," 1,082,870,314.00 "," 237,101,364.00 "," 414,332,953.00 "," 297,046,775.00 ",
2015,MAISHA BORA," 62,127,962.00 "," 137,716,253.77 "," 1,810,688,217.00 "," 48,244,506.40 "," 120,016,625.12 "," 1,747,734,557.84 "," 137,716,253.77 "," 32,899,788.56 "," 227,824,090.94 "," 14,015,762.55 ",
2015,MENTORS, -   ," 214,055,565.71 "," 3,182,824,938.10 "," 174,239,234.07 "," 391,876,647.91 "," 3,007,206,335.00 "," 214,055,565.71 "," 42,576,923.32 "," 557,411,649.20 "," 17,759,076.56 ",
2015,METROPOLITAN NATIONAL," 89,848,179.00 "," 562,692,843.00 "," 7,401,435,447.00 "," 306,475,026.00 "," 1,073,057,147.00 "," 4,777,870,785.00 "," 592,481,803.00 "," 277,176,390.00 "," 1,227,499,577.00 "," 293,220,222.00 ",
2015,MILIKI," 100,750.00 "," 3,209,646.00 "," 343,395.00 "," 17,129,568.00 "," 5,023,512.00 "," 27,669,571.00 "," 3,310,396.00 "," 201,311.00 "," 21,057,181.00 "," 9,321,924.00 ",
2015,MOI UNIVERSITY ," 13,855,748.00 ","-7,457,496.00 "," 585,808,813.21 "," 23,932,089.00 "," 149,541,384.00 "," 857,940,887.75 ","-7,457,496.00 ","-13,224,281.27 "," 39,395,533.06 "," 195,355,416.50 ",
2015,MOMBASA PORT ," 471,721,696.00 "," 370,771,729.82 "," 2,421,225,653.92 "," 70,261,204.34 "," 1,304,382,596.35 "," 1,507,138,548.80 "," 842,493,425.82 "," 258,028,172.94 "," 609,781,983.42 "," 4,079,228.61 ",
2015,MUDETE TEAFACTORY ," 6,999,200.00 "," 42,854,818.78 "," 68,071,455.12 "," 17,270,237.47 "," 25,195,799.33 "," 114,415,790.00 "," 42,854,818.78 "," 6,372,986.64 "," 29,678,595.69 "," 50,231,848.98 ",
2015,MUKI ," 16,957,745.97 "," 52,283,860.07 "," 449,151,956.06 "," 66,384,770.95 "," 92,097,623.87 "," 424,526,896.88 "," 52,283,860.07 "," 51,793,548.51 "," 124,870,565.91 "," 237,611,911.70 ",
2015,MWALIMU NATIONAL ," 311,413,650.60 "," 925,427,663.05 "," 22,454,147,333.82 "," 1,004,447,536.10 "," 2,992,162,922.10 "," 22,693,953,170.76 "," 925,427,663.05 "," 355,564,905.64 "," 4,173,110,687.78 "," 455,009.02 ",
2015,MWIETHERI," 2,021,710.00 "," 30,827,527.34 "," 34,190,143.85 "," 7,104,145.92 "," 17,072,477.13 "," 50,844,989.44 "," 30,827,527.34 "," 261,298.34 "," 9,465,554.26 "," 8,721,509.21 ",
2015,MWITO," 7,961,379.00 "," 50,867,418.05 "," 999,483,913.00 "," 45,363,085.73 "," 131,443,148.89 "," 886,799,178.40 "," 50,867,418.05 "," 15,304,829.00 "," 124,141,884.74 "," 29,472,952.15 ",
2015,NACICO," 120,712,209.56 "," 326,698,346.53 "," 1,494,618,848.83 "," 182,343,848.29 "," 727,591,712.98 "," 1,661,230,928.20 "," 326,698,346.53 "," 96,186,329.47 "," 479,759,543.57 "," 7,911,439.29 ",
2015,NAFASI DT," 3,306,378.80 "," 38,131,238.30 "," 322,067,297.78 "," 29,293,060.00 "," 67,418,776.35 "," 258,973,892.41 "," 38,131,238.30 "," 10,052,053.97 "," 64,650,060.00 "," 5,360,994.16 ",
2015,NANDI FARMERS," 7,050,000.00 "," 5,851,259.99 "," 81,092,847.73 "," 8,023,153.58 "," 24,909,456.06 "," 72,155,811.74 "," 5,851,259.99 "," 974,897.78 "," 13,545,624.71 "," 2,576,255.60 ",
2015,NANDI HEKIMA," 17,617,264.00 "," 6,000,555.45 "," 173,942,795.30 "," 19,307,255.68 "," 26,609,497.80 "," 99,427,688.00 "," 6,000,555.45 ","-329,229.25 "," 24,063,067.60 "," 92,882,451.82 ",
2015,NATION DT," 1,019,837.00 "," 125,848,394.48 "," 1,161,030,642.01 "," 31,621,499.09 "," 123,978,437.79 "," 1,005,417,915.64 "," 126,868,231.48 "," 49,480,429.55 "," 150,730,617.03 "," 103,815,931.94 ",
2015,NAWIRI," 98,339,190.00 "," 144,118,453.00 "," 467,978,011.20 "," 105,222,285.00 "," 140,520,461.00 "," 571,380,010.00 "," 144,118,453.00 "," 45,977,510.00 "," 177,293,752.00 "," 114,910,814.06 ",
2015,NDEGE CHAI ," 225,661,752.02 "," 60,475,240.65 "," 1,852,375,848.54 "," 138,315,310.30 "," 229,465,877.02 "," 1,431,079,677.95 "," 233,556,555.32 "," 803,775.84 "," 380,681,275.13 "," 9,959,256.37 ",
2015,NDOSHA," 3,872,943.00 "," 4,264,853.94 "," 124,065,805.41 "," 12,445,475.20 "," 56,678,700.09 "," 100,429,878.42 "," 4,264,853.94 "," 8,178,937.39 "," 25,470,484.11 "," 12,632,565.76 ",
2015,NEWFORTIS," 765,275,538.00 "," 448,372,437.91 "," 3,234,369,942.99 "," 156,294,040.57 "," 307,202,196.86 "," 2,806,251,828.39 "," 599,516,612.91 "," 105,950,541.89 "," 582,112,188.58 "," 209,725.10 ",
2015,NEXUS," 156,338.00 "," 14,687,417.69 "," 48,702,300.21 "," 3,883,586.60 "," 18,397,889.47 "," 45,272,871.33 "," 14,687,417.69 "," 4,818,756.56 "," 9,518,729.06 "," 22,829,163.13 ",
2015,NGARISHA ," 33,586,457.85 "," 65,623,502.91 "," 937,885,883.01 "," 134,731,291.26 "," 106,573,710.84 "," 873,025,811.98 "," 69,881,502.91 ", 0.04 ," 260,353,553.73 "," 790,000.00 ",
2015,NITUNZE," 13,126,649.05 ","-20,723,641.04 "," 189,851,944.01 "," 48,750,655.36 "," 126,053,871.69 "," 182,136,386.37 ","-20,723,641.04 ","-24,034,545.18 "," 56,761,480.98 "," 7,571,533.21 ",
2015,NRS ," 10,954,784.21 "," 17,340,385.19 "," 306,525,577.80 "," 27,249,487.54 "," 77,980,711.85 "," 259,810,048.63 "," 19,340,385.19 "," 17,915,572.01 "," 46,710,252.55 "," 7,285,650.74 ",
2015,NSSF," 24,305,800.00 "," 73,429,808.94 "," 967,159,729.70 "," 73,273,924.02 "," 149,999,744.99 "," 799,526,586.99 "," 73,429,808.94 "," 37,058,502.15 "," 197,333,943.62 "," 9,132,112.95 ",
2015,NUFAIKA ," 4,550,069.00 "," 25,879,788.06 "," 84,640,250.50 "," 6,152,317.92 "," 20,299,862.90 "," 101,647,036.12 "," 25,879,788.06 "," 9,145,035.14 "," 19,225,781.46 "," 4,371,397.02 ",
2015,NYAMBENE ARIMI," 4,350,660.35 "," 20,984,027.10 "," 121,141,032.63 "," 31,151,888.95 "," 53,358,586.99 "," 99,925,264.26 "," 20,984,027.10 "," 9,258,827.63 "," 44,703,959.62 "," 35,906,828.85 ",
2015,NYAMIRA TEA FARMERS," 29,866,032.00 "," 46,110,378.73 "," 154,005,291.51 "," 29,170,042.43 "," 74,081,574.26 "," 127,153,990.99 "," 75,976,410.73 ","-3,665,400.68 "," 46,492,543.80 "," 20,169,321.74 ",
2015,OLLIN," 26,313,210.00 "," 301,505,881.93 "," 2,303,732,043.74 "," 123,430,082.90 "," 371,433,289.09 "," 1,932,917,518.24 "," 301,505,881.93 "," 29,776,440.11 "," 421,035,171.80 "," 92,881,814.55 ",
2015,ORIENT," 14,898,969.00 "," 19,595,831.00 "," 640,700,840.00 "," 34,891,733.00 "," 97,350,817.00 "," 400,968,241.00 "," 30,458,950.00 "," 47,805,666.00 "," 113,725,409.00 "," 26,388,790.00 ",
2015,PATNAS ," 35,463,780.00 "," 66,477,375.71 "," 105,894,421.00 "," 46,966,308.02 "," 49,865,484.90 "," 148,858,935.18 "," 82,837,815.71 "," 3,991,315.77 "," 75,757,597.98 "," 17,019,127.35 ",
2015,PRIME-TIME," 56,652,505.43 "," 57,414,317.52 "," 421,267,159.59 "," 19,693,914.40 "," 58,438,054.33 "," 455,547,931.30 "," 107,547,428.95 "," 1,179,486.76 "," 55,114,594.14 "," 26,191,860.44 ",
2015,PUAN ," 7,426,600.00 "," 22,036,627.00 "," 159,123,581.00 "," 11,051,190.00 "," 29,276,912.00 "," 162,518,780.00 "," 22,036,627.00 "," 860,523.00 "," 21,176,791.00 "," 5,092,398.00 ",
2015,QWETU," 110,515,438.28 "," 116,036,930.72 "," 800,653,993.22 "," 128,863,818.62 "," 135,012,215.53 "," 786,985,150.58 "," 226,552,369.00 "," 12,231,497.96 "," 217,973,901.40 "," 53,910,207.10 ",
2015,SAFARICOM," 55,221,406.00 "," 135,702,937.00 "," 2,808,179,190.00 "," 63,252,712.70 "," 299,615,833.00 "," 2,521,502,108.00 "," 151,886,999.00 "," 24,784,943.04 "," 333,172,069.00 "," 52,256,526.00 ",
2015,SHERIA," 14,322,719.03 "," 76,666,658.85 "," 3,479,702,537.90 "," 133,163,718.80 "," 642,568,128.57 "," 2,998,483,034.42 "," 90,989,377.88 "," 364,664,647.55 "," 526,857,702.27 "," 68,006,520.33 ",
2015,SHOPPERS," 30,394,977.00 "," 156,605,856.00 "," 1,598,452,860.00 "," 142,805,482.54 "," 337,939,189.00 "," 1,423,202,182.00 "," 156,605,856.00 "," 62,228,176.60 "," 290,743,069.42 "," 178,036,440.01 ",
2015,SIMBA CHAI," 8,857,792.80 "," 15,478,618.85 "," 813,819,777.61 "," 24,534,705.53 "," 151,893,466.50 "," 617,933,041.90 "," 15,478,618.85 "," 36,710,246.23 "," 153,135,329.16 "," 6,040,463.00 ",
2015,SIRAJI," 1,463,566.00 "," 23,983,087.78 "," 177,096,397.80 "," 25,948,870.54 "," 44,468,341.62 "," 169,399,351.65 "," 23,983,087.78 "," 3,279,986.22 "," 46,198,757.20 "," 5,981,360.48 ",
2015,SKYLINE," 7,698,802.00 "," 95,056,738.72 "," 531,376,388.90 "," 71,405,997.87 "," 136,818,361.07 "," 602,250,896.54 "," 95,056,738.72 "," 69,664,528.48 "," 139,371,640.91 "," 35,558,769.07 ",
2015,SMART CHAMPION," 9,818,912.82 "," 24,731,849.23 "," 127,701,618.54 "," 10,029,919.49 "," 13,413,638.99 "," 80,817,159.45 "," 24,731,849.23 "," 492,955.22 "," 28,962,411.88 "," 17,561,518.86 ",
2015,SMARTLIFE DT," 17,000,000.00 "," 130,107,676.00 "," 678,090,733.00 "," 25,351,401.00 "," 95,818,210.00 "," 536,771,832.00 "," 130,107,676.00 "," 9,827,120.00 "," 76,162,726.00 "," 13,561,813.00 ",
2015,SOLUTION," 215,060,216.07 "," 496,787,631.90 "," 2,139,019,691.48 "," 154,217,886.68 "," 188,213,156.94 "," 1,906,252,547.07 "," 566,498,347.97 "," 201,333,776.29 "," 447,392,273.93 "," 59,599,881.86 ",
2015,SOTICO," 3,871,050.00 "," 21,286,905.15 "," 98,895,403.00 "," 10,604,592.75 "," 22,324,628.00 "," 91,728,884.00 "," 21,286,905.15 "," 1,591,694.49 "," 21,539,824.84 "," 1,367,603.32 ",
2015,SOUTHERN STAR," 88,341,018.06 "," 137,772,143.80 "," 535,304,107.08 "," 80,641,758.78 "," 53,110,991.74 "," 578,428,336.90 "," 163,669,338.96 "," 8,286,724.06 "," 137,953,210.00 "," 133,783,047.57 ",
2015,STAKE KENYA," 2,929,050.00 "," 23,996,210.91 "," 106,536,963.52 "," 14,683,225.10 "," 26,165,631.39 "," 132,296,793.68 "," 23,996,210.91 "," 7,675,824.86 "," 26,780,487.14 "," 5,018,050.64 ",
2015,STAWISHA," 6,592,330.00 "," 32,513,698.72 "," 89,605,271.51 "," 12,561,758.50 "," 33,045,563.28 "," 105,144,881.54 "," 39,106,028.72 "," 7,364,667.02 "," 23,730,814.45 "," 10,980,222.00 ",
2015,STEGRO," 29,402,350.36 "," 110,533.66 "," 141,228,372.92 "," 33,565,149.71 "," 14,712,927.31 "," 288,166,824.20 "," 110,533.66 ","-88,080,482.51 "," 76,794,613.44 "," 37,854,481.55 ",
2015,STIMA DT," 775,242,929.11 "," 1,826,355,242.62 "," 16,390,432,899.43 "," 759,575,079.51 "," 1,618,322,986.11 "," 15,894,778,060.96 "," 2,001,781,952.62 "," 50,531,352.03 "," 2,607,445,175.88 "," 553,624,933.84 ",
2015,SUKARI," 79,758,136.76 "," 80,457,056.69 "," 646,329,474.65 "," 33,357,086.07 "," 27,374,469.12 "," 566,471,237.87 "," 81,080,997.79 "," 66,371,492.70 "," 126,348,959.16 "," 113,329,161.00 ",
2015,SULUHU," 3,954,264.00 "," 71,140,925.43 "," 210,731,816.25 "," 25,339,625.00 "," 76,540,698.86 "," 266,491,337.02 "," 75,095,189.43 "," 23,927,546.18 "," 53,093,488.69 "," 15,932,812.19 ",
2015,SUPA ," 583,853.00 "," 32,935,858.00 "," 195,985,433.00 "," 16,506,509.00 "," 32,810,501.00 "," 180,240,910.00 "," 32,935,858.00 "," 7,188,308.00 "," 26,794,766.00 "," 2,864,824.64 ",
2015,TABASAMU," 13,554,563.29 "," 50,698,241.90 "," 83,799,822.47 "," 25,125,479.40 "," 84,690,739.02 "," 332,538,636.83 "," 50,698,241.90 "," 75,683,403.26 "," 156,498,047.43 "," 15,069,826.81 ",
2015,TABASURI," 22,647,964.55 "," 9,221,162.00 "," 223,286,775.69 "," 30,739,400.31 "," 27,516,955.97 "," 212,071,061.28 "," 18,102,346.55 "," 12,319,695.78 "," 47,498,831.36 "," 59,835,019.32 ",
2015,TAI," 27,852,338.40 "," 437,087,421.72 "," 1,038,560,557.86 "," 137,475,443.80 "," 336,950,600.12 "," 944,210,022.49 "," 464,939,760.12 "," 8,187,253.96 "," 223,735,167.57 "," 65,056,978.60 ",
2015,TAIFA ," 92,866,983.77 "," 559,919,771.80 "," 1,150,289,421.92 "," 200,822,090.91 "," 518,789,843.95 "," 1,663,951,700.88 "," 652,786,755.57 "," 73,655,896.29 "," 342,536,102.54 "," 42,059,112.96 ",
2015,TARAJI SAVINGS," 31,646,593.00 "," 19,837,258.01 "," 144,603,185.00 "," 27,548,358.00 "," 43,103,264.40 "," 212,051,752.09 "," 33,025,231.01 "," 3,284,474.15 "," 36,203,703.11 "," 1,944,674.31 ",
2015,TELEPOST," 76,425,200.00 "," 52,398,805.63 "," 511,550,073.18 "," 78,661,310.88 "," 20,154,179.87 "," 524,512,245.02 "," 53,705,805.63 "," 4,864,073.90 "," 158,977,485.29 "," 110,349,154.70 ",
2015,TEMBO," 65,583.91 "," 72,437.69 "," 1,198,174.10 "," 29,985.76 "," 205,216.23 "," 990,469.02 "," 89,097.79 "," 39,869.85 "," 198,114.69 "," 28,971,510.59 ",
2015,TENHOS ," 8,828,709.00 "," 7,578,018.77 "," 118,691,398.87 "," 20,414,572.31 "," 57,339,912.60 "," 136,397,383.67 "," 15,135,585.77 "," 5,314,753.11 "," 40,814,467.06 "," 9,736,211.60 ",
2015,THAMANI," 2,038,278.50 "," 139,929,577.55 "," 256,374,147.50 "," 52,755,796.98 "," 73,669,514.57 "," 242,503,344.77 "," 139,929,577.55 "," 8,890,106.36 "," 86,113,048.43 "," 43,181,978.40 ",
2015,THE APPLE," 4,431,975.31 "," 5,479,636.43 "," 25,478,782.26 "," 4,702,145.00 "," 18,562,926.93 "," 18,728,532.20 "," 9,911,611.74 "," 2,773,798.10 "," 8,404,214.10 "," 16,756,458.04 ",
2015,THE NOBLE," 128,039,718.00 "," 90,914,108.77 "," 1,009,791,866.28 "," 73,947,401.53 "," 218,982,437.24 "," 995,997,842.80 "," 153,896,078.77 "," 113,790,926.65 "," 224,308,840.63 "," 37,255,542.48 ",
2015,TIMES U," 1,644,218.83 "," 34,853,194.36 "," 243,840,408.86 "," 38,234,441.53 "," 29,456,901.20 "," 234,997,881.00 "," 34,853,194.36 "," 696,642.32 "," 56,111,256.56 "," 23,626,991.40 ",
2015,TOWER ," 215,388,311.00 "," 543,215,923.00 "," 3,102,784,494.98 "," 128,306,731.00 "," 288,343,178.20 "," 3,034,923,586.00 "," 603,830,270.00 "," 29,842,687.20 "," 548,825,321.00 "," 59,482,161.00 ",
2015,TRANS NATION," 21,701,419.37 "," 185,328,354.49 "," 1,835,524,056.00 "," 135,262,261.41 "," 253,186,906.22 "," 1,748,156,400.51 "," 185,328,354.49 "," 23,066,072.63 "," 352,981,174.22 "," 12,021,368.93 ",
2015,TRANS NATIONAL TIMES," 134,843,423.00 "," 119,743,433.30 "," 536,042,763.73 "," 71,304,608.82 "," 99,056,748.32 "," 598,326,111.93 "," 254,586,856.30 "," 11,335,557.51 "," 156,293,427.36 ",,
2015,TRANSCOUNTIES," 491,539.00 "," 44,385,167.56 "," 72,460,871.22 "," 9,189,675.95 "," 24,545,469.10 "," 92,047,769.69 "," 44,385,167.56 "," 3,210,510.12 "," 17,124,251.77 "," 14,237,265.00 ",
2015,TRANS-ELITE COUNTY," 67,257,753.00 "," 146,137,086.00 "," 346,379,912.00 "," 17,559,931.00 "," 45,881,535.00 "," 590,961,001.00 "," 146,137,086.00 "," 5,373,483.00 "," 93,005,820.00 "," 18,590,717.00 ",
2015,UCHONGAJI ," 429,960.00 "," 3,641,692.05 "," 54,314,024.83 "," 5,748,447.10 "," 10,865,906.96 "," 46,971,095.74 "," 3,641,692.05 ","-156,678.24 "," 6,510,905.87 "," 19,956,815.55 ",
2015,UFANISI DT," 2,160,258.00 "," 23,476,195.00 "," 126,701,976.00 "," 12,366,322.00 "," 19,195,759.00 "," 119,195,627.00 "," 25,057,135.00 "," 4,167,965.00 "," 24,766,605.00 "," 458,463.30 ",
2015,UKRISTO NA UFANISI," 5,813,355.00 "," 18,047,705.00 "," 1,092,976,705.00 "," 70,752,937.00 "," 114,770,246.20 "," 986,705,153.00 "," 18,047,705.00 "," 28,966,509.20 "," 141,757,469.00 "," 111,527,508.00 ",
2015,UKULIMA," 28,880,031.00 "," 338,289,053.31 "," 7,071,654,602.00 "," 449,966,874.54 "," 1,120,980,013.68 "," 6,670,300,076.53 "," 338,289,053.31 "," 478,680,418.51 "," 990,066,542.10 "," 328,643,382.00 ",
2015,UNAITAS," 484,176,709.00 "," 881,965,581.00 "," 7,651,413,650.00 "," 731,844,512.00 "," 2,738,556,429.00 "," 5,381,256,977.00 "," 881,965,581.00 "," 299,493,002.00 "," 1,398,133,903.00 "," 607,164,011.00 ",
2015,UNI-COUNTY," 512,214.00 "," 12,273,027.57 "," 66,403,838.42 "," 9,114,807.17 "," 15,801,574.18 "," 61,861,411.85 "," 12,273,027.57 "," 330,589.89 "," 13,431,472.14 "," 3,004,496.00 ",
2015,UNISON," 45,145,384.23 "," 123,361,339.86 "," 1,465,056,016.72 "," 120,309,909.81 "," 183,038,113.71 "," 1,259,933,662.61 "," 123,361,339.86 "," 20,057,318.57 "," 286,448,857.87 "," 18,222,687.81 ",
2015,UNITED NATIONS," 6,540,546.00 "," 2,914,905,122.40 "," 7,185,835,697.10 "," 199,685,353.36 "," 1,545,027,451.80 "," 7,734,211,032.62 "," 2,914,905,122.40 "," 489,874,346.64 "," 1,408,322,560.98 "," 261,075,633.75 ",
2015,UNIVERSAL TRADERS," 3,873,349.00 "," 22,647,836.00 "," 584,369,539.00 "," 71,933,652.00 "," 102,832,470.00 "," 375,885,985.00 "," 24,897,241.00 "," 9,553,651.00 "," 106,585,292.00 "," 57,138,738.00 ",
2015,VIHIGA COUNTY," 555,000.00 "," 10,771,721.00 "," 15,269,587.00 "," 8,330,340.00 "," 12,196,749.00 "," 18,962,441.00 "," 10,771,721.00 "," 736,730.00 "," 10,632,957.00 "," 919,587.00 ",
2015,VISION AFRICA," 59,000.00 "," 14,886,501.32 "," 146,547,764.50 "," 21,860,538.49 "," 23,234,222.76 "," 155,480,989.71 "," 14,886,501.32 ","-12,822,120.70 "," 30,277,918.90 "," 46,975,680.92 ",
2015,VISION POINT," 18,941,575.80 "," 84,492,897.72 "," 195,155,923.62 "," 86,448,249.92 "," 54,868,202.05 "," 246,714,659.62 "," 103,434,473.52 ","-30,197,974.07 "," 74,366,693.43 "," 69,540,991.68 ",
2015,WAKENYA PAMOJA," 137,695,769.52 "," 154,361,018.36 "," 642,104,399.21 "," 213,735,510.92 "," 127,938,992.55 "," 433,227,142.65 "," 154,361,018.36 "," 9,347,306.52 "," 325,112,814.50 "," 91,810,052.47 ",
2015,WAKULIMA COMMERCIAL," 12,609,711.55 "," 49,222,991.84 "," 190,230,083.19 "," 16,131,517.60 "," 57,767,341.66 "," 175,786,310.70 "," 54,332,833.39 "," 11,767,310.84 "," 30,854,282.59 "," 19,855,968.96 ",
2015,WANAANGA," 5,430,160.00 "," 272,963,840.00 "," 635,291,070.00 "," 42,481,470.00 "," 108,121,820.00 "," 982,428,670.00 "," 272,963,840.00 "," 9,527,070.00 "," 162,094,990.00 "," 23,799,320.00 ",
2015,WANANCHI," 147,906,809.15 "," 139,435,669.32 "," 810,063,053.71 "," 135,584,106.45 "," 21,486,375.62 "," 678,279,194.16 "," 139,435,669.32 "," 15,595,998.47 "," 225,121,368.27 "," 129,952,087.21 ",
2015,WANANDEGE," 16,660,486.00 "," 90,359,291.13 "," 747,438,958.23 "," 141,088,992.97 "," 82,495,444.11 "," 1,079,852,528.71 "," 90,359,291.13 "," 23,944,724.34 "," 189,004,326.82 "," 38,205,747.82 ",
2015,WASHA," 6,587,556.42 "," 18,772,167.87 "," 112,268,797.69 "," 9,572,592.62 "," 29,254,362.30 "," 113,722,340.27 "," 24,189,335.29 "," 11,744,372.01 "," 24,928,720.67 "," 3,868,323.91 ",
2015,WAUMINI," 2,031,589.80 "," 164,255,244.00 "," 2,504,323,568.07 "," 122,403,794.00 "," 448,984,254.16 "," 2,158,734,405.04 "," 164,255,244.00 "," 205,169,728.02 "," 336,339,310.87 "," 170,390,471.89 ",
2015,WEVARSITY," 14,886,637.87 ","-234,071.52 "," 227,972,912.78 "," 16,949,691.85 "," 44,242,678.29 "," 181,962,557.17 ","-234,071.52 "," 30,050,319.57 "," 46,447,373.33 "," 6,778,710.03 ",
2015,WINAS," 36,971,186.59 "," 293,388,983.22 "," 2,425,560,562.18 "," 104,802,695.25 "," 565,750,157.84 "," 1,971,397,188.94 "," 330,360,169.81 "," 22,303,327.88 "," 483,294,268.27 "," 89,727,030.23 ",
2015,YETU," 26,385,700.00 "," 623,678,405.30 "," 1,260,754,744.10 "," 120,546,684.60 "," 490,671,323.13 "," 1,301,130,333.57 "," 623,678,405.30 "," 76,637,153.52 "," 290,287,998.24 "," 52,016,115.37 ",
2016,2NK," 15,673,253.61 "," 137,179,385.87 "," 412,094,446.36 "," 24,008,855.00 "," 177,364,938.90 "," 535,959,848.11 "," 147,058,961.48 "," 66,907,567.25 "," 61,922,613.25 "," 14,243,640.22 ",
2016,AFYA," 197,990,284.00 "," 696,459,498.00 "," 11,871,371,331.00 "," 887,549,448.00 "," 1,316,976,568.00 "," 11,673,950,876.00 "," 696,459,498.00 "," 161,707,247.00 "," 2,160,029,672.00 "," 773,687,819.93 ",
2016,AGROCHEM," 2,286,516.80 "," 24,988,768.32 "," 99,118,638.94 "," 7,223,368.94 "," 24,926,814.90 "," 86,515,419.31 "," 24,988,768.32 "," 2,258,075.73 "," 20,333,610.89 "," 2,970,030.00 ",
2016,AINABKOI RURAL," 923,590.00 "," 7,791,226.00 "," 23,916,091.00 "," 3,458,460.00 "," 20,435,325.00 "," 62,061,845.00 "," 7,791,226.00 "," 1,022,700.00 "," 3,317,697.00 "," 12,710,751.00 ",
2016,AIRPORTS," 3,054,228.00 "," 34,909,576.87 "," 427,138,819.33 "," 31,678,789.70 "," 68,032,639.68 "," 466,581,837.04 "," 34,909,576.87 "," 8,909,294.73 "," 85,952,421.55 "," 19,461,882.38 ",
2016,AMICA," 293,908,892.00 "," 205,584,715.81 "," 2,047,189,213.81 "," 317,514,728.21 ","-12,013,152.69 "," 2,145,379,510.89 "," 206,734,715.81 "," 10,603,573.87 "," 456,558,561.02 "," 182,075,751.41 ",
2016,AMMAR," 443,536.00 "," 9,964,647.83 "," 55,468,103.66 "," 7,455,255.36 "," 18,832,972.17 "," 44,870,108.89 "," 10,334,183.83 "," 2,382,741.18 "," 11,221,403.95 "," 1,283,767.94 ",
2016,ARDHI," 9,980,342.00 "," 60,655,284.38 "," 1,337,579,983.45 "," 82,397,116.05 "," 197,738,580.60 "," 1,262,940,288.21 "," 70,635,626.38 "," 70,745,135.94 "," 179,956,785.04 "," 23,157,516.49 ",
2016,ASILI ," 230,288,974.31 "," 80,289,461.41 "," 1,251,376,742.95 "," 81,256,600.72 "," 148,318,822.47 "," 1,420,614,763.00 "," 83,013,789.41 "," 128,862,879.68 "," 215,551,290.36 "," 170,205,683.26 ",
2016,AZIMA ," 25,667,101.00 "," 106,028,769.00 "," 810,638,351.00 "," 48,199,019.60 "," 290,335,249.00 "," 732,147,941.00 "," 106,028,769.00 "," 116,545,075.95 "," 168,132,056.36 "," 8,195,809.33 ",
2016,BANDARI ," 540,889,357.38 "," 303,482,506.43 "," 5,547,072,399.28 "," 232,554,159.63 "," 1,595,924,063.23 "," 4,554,839,319.95 "," 843,201,863.81 "," 182,652,933.65 "," 1,048,778,398.69 "," 394,534,828.18 ",
